1;2012-02-21;2012;2012-03-21;2012;Región de Valparaíso;Hijuelas;ILUSTRE MUNICIPALIDAD DE HIJUELAS;Director(a);ESCUELA MONICA HURTADO EDWARDS;MEDIO;1455;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;1900-01-01;1900-01-01;Falta Nombrar GesDeem;0;;123,9;NULL;1900-01-01;2023-11-02
2;2012-02-21;2012;2012-03-21;2012;Región de Valparaíso;Hijuelas;ILUSTRE MUNICIPALIDAD DE HIJUELAS;Director(a);ESCUELA ANA JESUS IBACACHE;MEDIO-BAJO;1456;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;1900-01-01;1900-01-01;Falta Nombrar GesDeem;0;;123,9;NULL;1900-01-01;2023-11-02
3;2012-01-20;2012;2012-02-29;2012;Región del Biobío;Cabrero;ILUSTRE MUNICIPALIDAD DE CABRERO;Director(a);ESCUELA ORLANDO VERA VILLARROEL;MEDIO;17787;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-04-01;2012-04-01;Falta Nombrar GesDeem;0;;11,6;NULL;1900-01-01;2023-11-02
4;2012-01-20;2012;2012-02-29;2012;Región del Biobío;Cabrero;ILUSTRE MUNICIPALIDAD DE CABRERO;Director(a);ESCUELA SALTO EL LAJA;ALTO;4292;Con Convenio;2;0;2;0;Nombrado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-04-01;2012-04-01;Falta Nombrar GesDeem;0;Nombrado Vencido;11,6;NULL;1900-01-01;2023-11-02
5;2012-01-30;2012;2012-03-12;2012;Región Metropolitana de Santiago;Peñalolén;CORPORACIÓN MUNICIPAL DE PEÑALOLÉN PARA EL DESARROLLO SOCIAL;Director(a);COLEGIO LIKANKURA DE PEÑALOLEN;INSUFICIENTE;9127;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-05-23;2012-05-23;Falta Nombrar GesDeem;0;;11,5;NULL;1900-01-01;2023-11-02
6;2012-01-30;2012;2012-03-13;2012;Región Metropolitana de Santiago;Peñalolén;CORPORACIÓN MUNICIPAL DE PEÑALOLÉN PARA EL DESARROLLO SOCIAL;Director(a);COLEGIO ALICURA;INSUFICIENTE;25247;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-05-23;2012-05-23;Falta Nombrar GesDeem;0;;11,5;NULL;1900-01-01;2023-11-02
7;2012-04-17;2012;2012-05-31;2012;Región del Libertador General Bernardo O'Higgins;Santa Cruz;ILUSTRE MUNICIPALIDAD DE SANTA CRUZ;Director(a);LICEO MUNICIPAL DE ADULTOS SANTA CRUZ;SIN CATERGORÍA;15574;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-08-01;2012-08-01;Falta Nombrar GesDeem;0;;11,3;NULL;1900-01-01;2023-11-02
8;2012-04-17;2012;2012-05-31;2012;Región del Libertador General Bernardo O'Higgins;Santa Cruz;ILUSTRE MUNICIPALIDAD DE SANTA CRUZ;Director(a);ESCUELA ESPECIAL DE SANTA CRUZ;SIN CATERGORÍA;2554;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-08-01;2012-08-01;Falta Nombrar GesDeem;0;;11,3;NULL;1900-01-01;2023-11-02
9;2012-04-17;2012;2012-05-31;2012;Región del Libertador General Bernardo O'Higgins;Santa Cruz;ILUSTRE MUNICIPALIDAD DE SANTA CRUZ;Director(a);ESCUELA MARIA  ARAYA VALDES;MEDIO;2555;Con Convenio;2;0;2;0;Desvinculado;Concluido;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;Sin Inform Portal-GeeDem;2012-08-01;2012-08-01;Falta Nombrar GesDeem;0;;11,3;NULL;1900-01-01;2023-11-02
10;2012-04-17;2012;2012-05-31;2012;Región del Libertador General Bernardo O'Higgins;Santa Cruz;ILUSTRE MUNICIPALIDAD DE SANTA CRUZ;Director(a);ESCUELA MUNICIPAL DE BARREALES;MEDIO;2559;Con Convenio;2;0;2;0;Anulado;Concluido;NULL;NULL;NULL;NULL;2012-08-01;2012-08-01;NULL;0;;0;NULL;1900-01-01;2023-11-02
